step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1004,0.00019,1.0,,
1005,0.09271,0.97826,,
1006,0.11014,0.96774,,
1007,0.00048,1.0,,
1008,0.20564,0.96,,
1009,0.00232,1.0,,
1010,0.06729,0.98148,,
1011,0.01272,1.0,,
1012,0.00047,1.0,,
1013,0.00372,1.0,,
1014,1e-05,1.0,,
1015,0.10879,0.9697,,
1016,0.00819,1.0,,
1017,0.00083,1.0,,
1018,0.00568,0.99743,,
1019,0.00326,1.0,,
1020,0.00157,1.0,,
1021,0.02314,0.97917,,
1022,0.0026,1.0,,
1023,0.02387,0.98214,,
1024,0.00011,1.0,,
1025,0.02787,0.99708,,
1026,0.11782,0.98824,,
1027,0.00014,1.0,,
1028,0.00014,1.0,,
1029,0.00023,1.0,,
1030,3e-05,1.0,,
1031,6e-05,1.0,,
1032,3e-05,1.0,,
1033,0.00066,1.0,,
1034,9e-05,1.0,,
1035,0.0,1.0,,
1036,0.0011,1.0,,
1037,7e-05,1.0,,
1038,0.00072,1.0,,
1039,6e-05,1.0,,
1040,3e-05,1.0,,
1041,0.00011,1.0,,
1042,0.0,1.0,,
1043,0.00459,1.0,,
1044,0.10946,0.98701,,
1045,0.00018,1.0,,
1046,2e-05,1.0,,
1047,0.00085,1.0,,
1048,0.12206,0.98182,,
1049,1e-05,1.0,,
1050,9e-05,1.0,,
1051,0.06708,0.98214,,
1052,5e-05,1.0,,
1053,0.0265,0.99701,,
1054,0.00015,1.0,,
1055,0.00576,0.99757,,
1056,0.04116,0.99029,,
1057,0.0398,0.98925,,
1058,0.00046,1.0,,
1059,0.15673,0.97778,,
1060,0.04096,0.97959,,
1061,0.03968,0.97826,,
1062,0.05371,0.97917,,
1063,2e-05,1.0,,
1064,0.06325,0.9863,,
1065,0.00141,1.0,,
1066,2e-05,1.0,,
1067,0.00025,1.0,,
1068,0.00119,1.0,,
1069,1e-05,1.0,,
1070,0.03269,0.98413,,
1071,0.01249,0.9875,,
1072,0.00065,1.0,,
1073,0.0001,1.0,,
1074,1e-05,1.0,,
1075,0.0,1.0,,
1076,0.00051,1.0,,
1077,0.00014,1.0,,
1078,0.0016,1.0,,
1079,1e-05,1.0,,
1080,0.01192,1.0,,
1081,0.00616,1.0,,
1082,2e-05,1.0,,
1083,0.00511,1.0,,
1084,0.21112,0.96552,,
1085,7e-05,1.0,,
1086,0.06369,0.99038,,
1087,0.01224,1.0,,
1088,0.00029,1.0,,
1089,0.00031,1.0,,
1090,0.00396,1.0,,
1091,0.00699,0.99749,,
1092,1e-05,1.0,,
1093,3e-05,1.0,,
1094,0.12901,0.98148,,
1095,1e-05,1.0,,
1096,0.0,1.0,,
1097,1e-05,1.0,,
1098,0.0,1.0,,
1099,0.0,1.0,,
1100,0.00094,1.0,3e-05,1.0
1101,2e-05,1.0,,
1102,0.00876,0.99823,,
1103,2e-05,1.0,,
1104,0.0,1.0,,
1105,0.00016,1.0,,
1106,7e-05,1.0,,
1107,0.00866,0.99029,,
1108,0.0,1.0,,
1109,0.01527,0.99534,,
1110,0.00038,1.0,,
1111,4e-05,1.0,,
1112,0.00862,1.0,,
1113,0.00041,1.0,,
1114,0.00035,1.0,,
1115,0.00078,1.0,,
1116,0.00031,1.0,,
1117,0.00021,1.0,,
1118,1e-05,1.0,,
1119,0.01433,0.99635,,
1120,0.00815,0.99107,,
1121,0.00063,1.0,,
1122,0.26956,0.92683,,
1123,0.03911,0.98214,,
1124,0.0,1.0,,
1125,0.02557,0.97333,,
1126,0.0007,1.0,,
1127,1.94582,0.74684,,
1128,0.1044,0.98276,,
1129,7e-05,1.0,,
1130,7e-05,1.0,,
1131,3e-05,1.0,,
1132,0.00367,1.0,,
1133,0.02108,0.98851,,
1134,0.00056,1.0,,
1135,0.00037,1.0,,
1136,0.01771,0.98901,,
1137,0.16697,0.96364,,
1138,0.0008,1.0,,
1139,0.00041,1.0,,
1140,0.00016,1.0,,
1141,0.00011,1.0,,
1142,0.00027,1.0,,
1143,0.00029,1.0,,
1144,0.0,1.0,,
1145,0.02702,0.9881,,
1146,0.03189,0.98684,,
1147,0.03006,0.9878,,
1148,0.00103,1.0,,
1149,1e-05,1.0,,
1150,0.01534,0.9899,,
1151,0.01268,0.98824,,
1152,0.07576,0.98718,,
1153,1e-05,1.0,,
1154,4e-05,1.0,,
1155,0.0,1.0,,
1156,1e-05,1.0,,
1157,0.00175,1.0,,
1158,0.13226,0.98077,,
1159,0.00374,1.0,,
1160,0.0,1.0,,
1161,0.00024,1.0,,
1162,0.19634,0.9863,,
1163,0.00785,1.0,,
1164,0.00022,1.0,,
1165,0.00022,1.0,,
1166,0.0,1.0,,
1167,0.13381,0.98561,,
1168,0.02839,0.98333,,
1169,0.0,1.0,,
1170,0.0,1.0,,
1171,0.18184,0.94872,,
1172,0.00578,1.0,,
1173,4e-05,1.0,,
1174,0.02154,0.99628,,
1175,0.0,1.0,,
1176,0.02564,0.99029,,
1177,0.00032,1.0,,
1178,0.0,1.0,,
1179,0.04117,0.99138,,
1180,0.00017,1.0,,
1181,0.00014,1.0,,
1182,0.00741,1.0,,
1183,0.00021,1.0,,
1184,0.0,1.0,,
1185,1e-05,1.0,,
1186,1e-05,1.0,,
1187,7e-05,1.0,,
1188,0.0,1.0,,
1189,4e-05,1.0,,
1190,2e-05,1.0,,
1191,0.01626,0.98529,,
1192,0.0,1.0,,
1193,8e-05,1.0,,
1194,0.0,1.0,,
1195,0.00027,1.0,,
1196,1e-05,1.0,,
1197,0.04874,0.98113,,
1198,0.00067,1.0,,
1199,0.05844,0.9878,,
1200,1e-05,1.0,1e-05,1.0
1201,0.0,1.0,,
1202,0.0003,1.0,,
1203,0.0,1.0,,
1204,0.0,1.0,,
1205,0.0,1.0,,
1206,0.0,1.0,,
1207,0.00102,1.0,,
1208,0.0,1.0,,
1209,0.02921,0.98077,,
1210,0.0,1.0,,
1211,0.0,1.0,,
1212,1e-05,1.0,,
1213,0.0426,0.97015,,
1214,1e-05,1.0,,
1215,0.0,1.0,,
1216,4e-05,1.0,,
1217,0.0,1.0,,
1218,0.0,1.0,,
1219,0.0,1.0,,
1220,0.0,1.0,,
1221,0.00832,0.99701,,
1222,1e-05,1.0,,
1223,1e-05,1.0,,
1224,0.00028,1.0,,
1225,0.01925,0.99359,,
1226,0.00011,1.0,,
1227,0.0,1.0,,
1228,0.0,1.0,,
1229,0.0,1.0,,
1230,0.0,1.0,,
1231,1e-05,1.0,,
1232,5e-05,1.0,,
1233,0.0,1.0,,
1234,0.00044,1.0,,
1235,0.00068,1.0,,
1236,0.0,1.0,,
1237,0.158,0.97222,,
1238,0.0008,1.0,,
1239,0.00043,1.0,,
1240,0.00069,1.0,,
1241,0.0,1.0,,
1242,0.0,1.0,,
1243,0.0624,0.97368,,
1244,0.0451,0.98734,,
1245,1e-05,1.0,,
1246,0.0,1.0,,
1247,0.00019,1.0,,
1248,1e-05,1.0,,
1249,0.0,1.0,,
1250,0.0,1.0,,
1251,0.00075,1.0,,
1252,0.0682,0.97727,,
1253,9e-05,1.0,,
1254,0.00336,1.0,,
1255,0.00019,1.0,,
1256,0.0,1.0,,
1257,2e-05,1.0,,
1258,0.0,1.0,,
1259,3e-05,1.0,,
1260,0.0,1.0,,
1261,0.0,1.0,,
1262,0.00044,1.0,,
1263,0.0,1.0,,
1264,6e-05,1.0,,
1265,0.00017,1.0,,
1266,2e-05,1.0,,
1267,0.00028,1.0,,
1268,0.0,1.0,,
1269,0.01556,0.98182,,
1270,0.0002,1.0,,
1271,0.0,1.0,,
1272,1e-05,1.0,,
1273,0.00023,1.0,,
1274,0.0,1.0,,
1275,1e-05,1.0,,
1276,0.08981,0.98276,,
1277,1.18867,0.91111,,
1278,0.0,1.0,,
1279,5e-05,1.0,,
1280,1e-05,1.0,,
1281,0.0002,1.0,,
1282,0.0,1.0,,
1283,0.00461,1.0,,
1284,0.00071,1.0,,
1285,0.0,1.0,,
1286,1e-05,1.0,,
1287,0.0,1.0,,
1288,0.0,1.0,,
1289,0.00336,0.99846,,
1290,0.0,1.0,,
1291,0.0,1.0,,
1292,0.0,1.0,,
1293,2e-05,1.0,,
1294,0.0,1.0,,
1295,0.0,1.0,,
1296,0.00138,1.0,,
1297,0.0,1.0,,
1298,0.0,1.0,,
1299,0.0,1.0,,
1300,0.24513,0.98462,0.0,1.0
1301,0.0,1.0,,
1302,0.0,1.0,,
1303,0.0,1.0,,
1304,0.0,1.0,,
1305,0.01286,0.99138,,
1306,8e-05,1.0,,
1307,0.0,1.0,,
1308,0.0,1.0,,
1309,0.0,1.0,,
1310,0.0,1.0,,
1311,0.0,1.0,,
1312,0.0,1.0,,
1313,9e-05,1.0,,
1314,0.0,1.0,,
1315,0.0,1.0,,
1316,0.0,1.0,,
1317,5e-05,1.0,,
1318,1e-05,1.0,,
1319,0.0,1.0,,
1320,0.0,1.0,,
1321,0.0,1.0,,
1322,0.0,1.0,,
1323,0.0,1.0,,
1324,0.0,1.0,,
1325,0.0,1.0,,
1326,0.0,1.0,,
1327,0.00065,1.0,,
1328,0.0,1.0,,
1329,0.0,1.0,,
1330,0.0,1.0,,
1331,0.03004,0.99099,,
1332,0.0,1.0,,
1333,0.0,1.0,,
1334,0.0,1.0,,
1335,0.0,1.0,,
1336,1e-05,1.0,,
1337,0.00648,1.0,,
1338,0.00116,1.0,,
1339,0.04573,0.97101,,
1340,0.0,1.0,,
1341,0.0,1.0,,
1342,0.0,1.0,,
1343,0.0,1.0,,
1344,0.07722,0.97826,,
1345,0.0011,1.0,,
1346,0.0,1.0,,
1347,0.0,1.0,,
1348,0.0,1.0,,
1349,0.0,1.0,,
1350,0.0,1.0,,
1351,0.0,1.0,,
1352,0.0,1.0,,
1353,0.0,1.0,,
1354,0.0,1.0,,
1355,9e-05,1.0,,
1356,0.0,1.0,,
1357,0.0,1.0,,
1358,0.0,1.0,,
1359,0.00113,1.0,,
1360,0.0,1.0,,
1361,0.00038,1.0,,
1362,0.0,1.0,,
1363,0.00043,1.0,,
1364,0.0,1.0,,
1365,0.1193,0.95918,,
1366,0.0,1.0,,
1367,0.0,1.0,,
1368,0.0,1.0,,
1369,6e-05,1.0,,
1370,0.0,1.0,,
1371,0.0004,1.0,,
1372,0.00018,1.0,,
1373,7e-05,1.0,,
1374,0.00475,1.0,,
1375,0.0,1.0,,
1376,0.0,1.0,,
1377,5e-05,1.0,,
1378,1e-05,1.0,,
1379,0.0,1.0,,
1380,0.0,1.0,,
1381,0.00046,1.0,,
1382,0.00124,1.0,,
1383,0.0,1.0,,
1384,0.0,1.0,,
1385,0.0,1.0,,
1386,0.0,1.0,,
1387,0.28527,0.98795,,
1388,0.00985,0.99464,,
1389,2e-05,1.0,,
1390,0.26974,0.98246,,
1391,2e-05,1.0,,
1392,0.0,1.0,,
1393,0.00023,1.0,,
1394,1e-05,1.0,,
1395,0.0,1.0,,
1396,0.0,1.0,,
1397,0.0,1.0,,
1398,0.0,1.0,,
1399,0.0,1.0,,
1400,0.0,1.0,0.19662,0.97183
1401,0.0,1.0,,
1402,0.0,1.0,,
1403,0.00258,1.0,,
1404,0.0,1.0,,
1405,0.0,1.0,,
1406,5e-05,1.0,,
1407,0.0,1.0,,
1408,0.00014,1.0,,
1409,0.0,1.0,,
1410,0.00012,1.0,,
1411,4e-05,1.0,,
1412,0.0425,0.99107,,
1413,0.0,1.0,,
1414,0.00012,1.0,,
1415,0.0,1.0,,
1416,0.0,1.0,,
1417,0.0,1.0,,
1418,0.0,1.0,,
1419,3e-05,1.0,,
1420,1e-05,1.0,,
1421,1e-05,1.0,,
1422,0.0,1.0,,
1423,0.0,1.0,,
1424,0.0,1.0,,
1425,0.0,1.0,,
1426,0.0,1.0,,
1427,0.0,1.0,,
1428,7e-05,1.0,,
1429,0.0,1.0,,
1430,1e-05,1.0,,
1431,0.00017,1.0,,
1432,0.0,1.0,,
1433,0.00023,1.0,,
1434,3e-05,1.0,,
1435,0.04826,0.98611,,
1436,0.0,1.0,,
1437,5e-05,1.0,,
1438,0.0,1.0,,
1439,0.0,1.0,,
1440,1e-05,1.0,,
1441,0.0,1.0,,
1442,0.0,1.0,,
1443,0.0,1.0,,
1444,0.0,1.0,,
1445,0.0,1.0,,
1446,2e-05,1.0,,
1447,0.0,1.0,,
1448,0.0,1.0,,
1449,0.0,1.0,,
1450,0.0,1.0,,
1451,0.0,1.0,,
1452,0.0,1.0,,
1453,0.0,1.0,,
1454,1e-05,1.0,,
1455,0.0,1.0,,
1456,1e-05,1.0,,
1457,0.14645,0.95918,,
1458,0.0,1.0,,
1459,0.0,1.0,,
1460,0.0,1.0,,
1461,0.0,1.0,,
1462,0.0,1.0,,
1463,0.0,1.0,,
1464,0.0,1.0,,
1465,0.0,1.0,,
1466,0.0,1.0,,
1467,0.00997,1.0,,
1468,2e-05,1.0,,
1469,5e-05,1.0,,
1470,0.0,1.0,,
1471,1e-05,1.0,,
1472,0.0,1.0,,
1473,0.0,1.0,,
1474,0.0,1.0,,
1475,0.0,1.0,,
1476,0.0,1.0,,
1477,0.0,1.0,,
1478,0.0,1.0,,
1479,1e-05,1.0,,
1480,0.00093,1.0,,
1481,0.0,1.0,,
1482,0.00024,1.0,,
1483,0.0,1.0,,
1484,0.15802,0.97727,,
1485,0.0,1.0,,
1486,0.0,1.0,,
1487,1e-05,1.0,,
1488,0.0,1.0,,
1489,0.0,1.0,,
1490,0.0,1.0,,
1491,3e-05,1.0,,
1492,0.0,1.0,,
1493,0.0,1.0,,
1494,0.0,1.0,,
1495,0.0,1.0,,
1496,0.0,1.0,,
1497,0.0,1.0,,
1498,0.0,1.0,,
1499,0.0,1.0,,
1500,0.0,1.0,1.82528,0.86486
1501,0.0,1.0,,
1502,0.0,1.0,,
1503,0.0,1.0,,
1504,0.0,1.0,,
1505,0.0,1.0,,
1506,0.0,1.0,,
1507,0.0,1.0,,
1508,0.32031,0.96552,,
1509,0.0,1.0,,
1510,0.0,1.0,,
1511,0.0,1.0,,
1512,0.0,1.0,,
1513,0.24809,0.96,,
1514,0.0,1.0,,
1515,0.0,1.0,,
1516,0.0,1.0,,
1517,0.0,1.0,,
1518,8e-05,1.0,,
1519,0.0001,1.0,,
1520,0.0,1.0,,
1521,0.0,1.0,,
1522,0.0,1.0,,
1523,0.0,1.0,,
1524,0.0,1.0,,
1525,0.0,1.0,,
1526,0.0,1.0,,
1527,0.0,1.0,,
1528,0.0,1.0,,
1529,0.0,1.0,,
1530,0.0,1.0,,
1531,0.0,1.0,,
1532,0.0,1.0,,
1533,0.0,1.0,,
1534,0.0,1.0,,
1535,0.0,1.0,,
1536,3e-05,1.0,,
1537,0.0,1.0,,
1538,0.0,1.0,,
1539,0.0,1.0,,
1540,0.0,1.0,,
1541,0.0,1.0,,
1542,0.0,1.0,,
1543,0.0,1.0,,
1544,0.00085,1.0,,
1545,0.0,1.0,,
1546,0.0,1.0,,
1547,0.0,1.0,,
1548,1e-05,1.0,,
1549,4e-05,1.0,,
1550,0.74382,0.92105,,
1551,0.0,1.0,,
1552,0.0,1.0,,
1553,0.0,1.0,,
1554,1e-05,1.0,,
1555,0.0,1.0,,
1556,0.21933,0.9759,,
1557,0.0,1.0,,
1558,0.0,1.0,,
1559,2e-05,1.0,,
1560,0.01943,1.0,,
1561,0.0,1.0,,
1562,0.0,1.0,,
1563,1e-05,1.0,,
1564,0.0,1.0,,
1565,0.0,1.0,,
1566,0.0,1.0,,
1567,0.00086,1.0,,
1568,0.0,1.0,,
1569,0.0,1.0,,
1570,0.0,1.0,,
1571,2e-05,1.0,,
1572,0.0,1.0,,
1573,0.0,1.0,,
1574,0.0,1.0,,
1575,0.0,1.0,,
1576,0.0,1.0,,
1577,0.0,1.0,,
1578,0.0,1.0,,
1579,0.00045,1.0,,
1580,0.0,1.0,,
1581,0.0,1.0,,
1582,0.0,1.0,,
1583,0.0,1.0,,
1584,0.0,1.0,,
1585,0.0,1.0,,
1586,1e-05,1.0,,
1587,0.0,1.0,,
1588,0.12153,0.98361,,
1589,0.0,1.0,,
1590,0.0,1.0,,
1591,0.0,1.0,,
1592,0.0,1.0,,
1593,0.0,1.0,,
1594,0.00162,1.0,,
1595,0.0,1.0,,
1596,0.25611,0.98361,,
1597,0.04465,0.98077,,
1598,1e-05,1.0,,
1599,0.0,1.0,,
1600,0.12174,0.98551,0.00024,1.0
1601,1e-05,1.0,,
1602,0.0,1.0,,
1603,0.27717,0.97531,,
1604,0.01833,0.98571,,
1605,0.0,1.0,,
1606,0.0,1.0,,
1607,0.0,1.0,,
1608,0.00413,1.0,,
1609,0.0,1.0,,
1610,7e-05,1.0,,
1611,0.0,1.0,,
1612,0.0,1.0,,
1613,0.0,1.0,,
1614,0.0,1.0,,
1615,0.0,1.0,,
1616,1e-05,1.0,,
1617,0.0,1.0,,
1618,0.0,1.0,,
1619,0.0,1.0,,
1620,0.00077,1.0,,
1621,0.0,1.0,,
1622,0.0,1.0,,
1623,0.0,1.0,,
1624,0.0,1.0,,
1625,0.0,1.0,,
1626,0.0,1.0,,
1627,0.00083,1.0,,
1628,0.0,1.0,,
1629,0.0,1.0,,
1630,0.0,1.0,,
1631,0.0,1.0,,
1632,0.58854,0.94,,
1633,0.0,1.0,,
1634,1e-05,1.0,,
1635,0.0,1.0,,
1636,0.0,1.0,,
1637,0.0,1.0,,
1638,0.0,1.0,,
1639,0.0,1.0,,
1640,0.0,1.0,,
1641,0.0,1.0,,
1642,3e-05,1.0,,
1643,0.0,1.0,,
1644,0.00161,1.0,,
1645,0.0,1.0,,
1646,0.00021,1.0,,
1647,0.0,1.0,,
1648,1e-05,1.0,,
1649,0.0,1.0,,
1650,0.0,1.0,,
1651,0.0,1.0,,
1652,0.0,1.0,,
1653,0.0,1.0,,
1654,0.0,1.0,,
1655,7e-05,1.0,,
1656,0.0,1.0,,
1657,0.07015,0.9932,,
1658,0.0,1.0,,
1659,0.0,1.0,,
1660,0.0,1.0,,
1661,0.0,1.0,,
1662,0.0,1.0,,
1663,0.00017,1.0,,
1664,1e-05,1.0,,
1665,0.0,1.0,,
1666,0.0,1.0,,
1667,3e-05,1.0,,
1668,0.0,1.0,,
1669,0.0,1.0,,
1670,0.0,1.0,,
1671,0.0,1.0,,
1672,0.32269,0.96774,,
1673,0.0001,1.0,,
1674,0.0,1.0,,
1675,0.0,1.0,,
1676,0.0,1.0,,
1677,0.0,1.0,,
1678,0.0,1.0,,
1679,0.08607,0.98529,,
1680,0.0,1.0,,
1681,0.0,1.0,,
1682,3e-05,1.0,,
1683,0.0,1.0,,
1684,0.0001,1.0,,
1685,0.0,1.0,,
1686,0.0,1.0,,
1687,0.0,1.0,,
1688,0.0,1.0,,
1689,0.0,1.0,,
1690,0.0,1.0,,
1691,0.00047,1.0,,
1692,0.0,1.0,,
1693,0.0,1.0,,
1694,0.0,1.0,,
1695,0.0,1.0,,
1696,0.0,1.0,,
1697,0.0,1.0,,
1698,0.0,1.0,,
1699,0.0,1.0,,
1700,0.0,1.0,-0.0,1.0
1701,0.2226,0.98667,,
1702,0.0,1.0,,
1703,1e-05,1.0,,
1704,0.0,1.0,,
1705,0.0,1.0,,
1706,0.0,1.0,,
1707,0.0,1.0,,
1708,0.0,1.0,,
1709,0.0,1.0,,
1710,0.0,1.0,,
1711,0.0,1.0,,
1712,0.0,1.0,,
1713,0.0,1.0,,
1714,0.0,1.0,,
1715,0.0,1.0,,
1716,5e-05,1.0,,
1717,0.0,1.0,,
1718,0.0,1.0,,
1719,1e-05,1.0,,
1720,0.0,1.0,,
1721,0.0,1.0,,
1722,0.0,1.0,,
1723,0.0,1.0,,
1724,0.0,1.0,,
1725,6e-05,1.0,,
1726,0.0,1.0,,
1727,0.0,1.0,,
1728,0.0,1.0,,
1729,0.0,1.0,,
1730,0.0,1.0,,
1731,0.0,1.0,,
1732,0.0,1.0,,
1733,0.0,1.0,,
1734,0.0,1.0,,
1735,0.0,1.0,,
1736,0.0,1.0,,
1737,0.0,1.0,,
1738,2e-05,1.0,,
1739,0.0,1.0,,
1740,0.0,1.0,,
1741,0.0,1.0,,
1742,0.0,1.0,,
1743,0.0,1.0,,
1744,0.0,1.0,,
1745,0.0,1.0,,
1746,0.02002,0.98462,,
1747,0.78198,0.94595,,
1748,0.0,1.0,,
1749,0.0,1.0,,
1750,5e-05,1.0,,
1751,6e-05,1.0,,
1752,0.0,1.0,,
1753,0.0,1.0,,
1754,0.0,1.0,,
1755,0.04919,0.99057,,
1756,0.0,1.0,,
1757,0.0,1.0,,
1758,2e-05,1.0,,
